id	priority	category	file	line	col	source	zh_cn	context	notes
SRC_00035	low	other	src/alky.c	500	26	ny	ny	if (msg_prompt(prompt, "ny", PROMPT_DEFAULT) == 'n')	
SRC_00044	low	other	src/alky.c	615	42	It produces a blast of... apple juice?	它产生了一阵……苹果汁？	case SV_POTION_APPLE_JUICE: desc = "It produces a blast of... apple juice?"; break;	
SRC_00045	low	other	src/alky.c	616	42	It produces a blast of mist, and some salt.	它产生了一阵雾气和一些盐。	case SV_POTION_SALT_WATER: desc = "It produces a blast of mist, and some salt."; break;	
SRC_00046	low	other	src/alky.c	617	34	It produces a blast of mist!	它产生了一阵雾气！	case SV_POTION_WATER: desc = "It produces a blast of mist!"; break;	
SRC_00048	low	other	src/alky.c	619	39	It produces an explosion!	它产生了一场爆炸！	case SV_POTION_DETONATIONS: desc = "It produces an explosion!"; break;	
SRC_00049	low	other	src/alky.c	620	34	It produces a cloud of death!	它产生了一团死亡之云！	case SV_POTION_DEATH: desc = "It produces a cloud of death!"; break;	
SRC_00050	low	other	src/alky.c	621	37	It produces an eerie white mist!	它产生了一阵怪异的白雾！	case SV_POTION_RUINATION: desc = "It produces an eerie white mist!"; break;	
SRC_00051	low	other	src/alky.c	622	33	It produces a massive pillar of raw life energy!	它产生了一道巨大的纯粹生命能量柱！	case SV_POTION_LIFE: desc = "It produces a massive pillar of raw life energy!"; break;	
SRC_00052	low	other	src/alky.c	623	36	It produces a cloud of raw life energy!	它产生了一团纯粹生命能量云！	case SV_POTION_HEALING: desc = "It produces a cloud of raw life energy!"; break;	
SRC_00053	low	other	src/alky.c	624	39	It produces a blast of raw life energy!	它产生了一阵纯粹生命能量！	case SV_POTION_STAR_HEALING: desc = "It produces a blast of raw life energy!"; break;	
SRC_00054	low	other	src/alky.c	625	34	It produces a cloud of sleeping gas!	它产生了一团催眠气体！	case SV_POTION_SLEEP: desc = "It produces a cloud of sleeping gas!"; break;	
SRC_00055	low	other	src/alky.c	626	43	It produces a cloud of raw Logrus!	它产生了一团纯粹的罗格鲁斯！	case SV_POTION_LIQUID_LOGRUS: desc = "It produces a cloud of raw Logrus!"; break;	
SRC_00056	low	other	src/alky.c	633	11	It a cloud of brown mist!	它产生了一团棕色雾气！	desc = "It a cloud of brown mist!"; break;	修复英文原版漏字
SRC_00057	low	other	src/alky.c	634	37	It produces a scintillating cloud!	它产生了一团闪烁的云！	case SV_POTION_CONFUSION: desc = "It produces a scintillating cloud!"; break;	
SRC_00058	low	other	src/alky.c	635	36	It produces a slow cloud!	它产生了一团减速之云！	case SV_POTION_SLOWNESS: desc = "It produces a slow cloud!"; break;	
SRC_00059	low	other	src/alky.c	636	40	It produces an ominous mist!	它产生了一阵不祥的雾气！	case SV_POTION_LOSE_MEMORIES: desc = "It produces an ominous mist!"; break;	
SRC_00060	low	other	src/alky.c	637	34	It produces a blast of blood!	它产生了一阵鲜血！	case SV_POTION_BLOOD: desc = "It produces a blast of blood!"; break;	
SRC_00061	low	other	src/alky.c	638	35	It produces a cloud of poison!	它产生了一团毒云！	case SV_POTION_POISON: desc = "It produces a cloud of poison!"; break;	
SRC_00062	low	other	src/alky.c	639	42	It produces a cloud of fury!	它产生了一团狂暴之云！	case SV_POTION_BERSERK_STRENGTH:desc = "It produces a cloud of fury!"; break;	
SRC_00063	low	other	src/alky.c	640	38	It produces a cloud of petrification!	它产生了一团石化之云！	case SV_POTION_STONE_SKIN: desc = "It produces a cloud of petrification!"; break;	
SRC_00064	low	other	src/alky.c	641	38	It produces a blast of slime!	它产生了一阵史莱姆粘液！	case SV_POTION_SLIME_MOLD: desc = "It produces a blast of slime!"; break;	
SRC_00065	low	other	src/alky.c	642	42	It produces a blast of raw mana!	它产生了一阵纯粹法力！	case SV_POTION_RESTORE_MANA: desc = "It produces a blast of raw mana!"; break;	
SRC_00066	low	other	src/alky.c	648	11	The flask explodes into a cloud of fire!	烧瓶爆炸成了一团火云！	desc = "The flask explodes into a cloud of fire!";	
SRC_00069	low	other	src/alky.c	696	18	Evaporate [Q] Potion or [m] Infusion?\n	蒸发 [Q] 药水 还是 [m] 注入物？\n	sprintf(kehote, "Evaporate [Q] Potion or [m] Infusion?\\n");	
SRC_00070	low	other	src/alky.c	699	30	qm	qm	else if (msg_prompt(kehote, "qm", PROMPT_DEFAULT) == 'q')	
SRC_00077	low	other	src/alky.c	770	19	Really break down %s? %s chemicals will be lost due to lack of room. <color:y>[y/n]</color>	真的要分解%s吗？由于空间不足，%s化学物质将会丢失。<color:y>[y/n]</color>	sprintf(prompt, "Really break down %s? %s chemicals will be lost due to lack of room. <color:y>[y/n]</color>", o_name, _CHEM[tier] == _MAX_CHEM ? "All" : "Some of the");	
SRC_00080	low	other	src/alky.c	771	26	ny	ny	if (msg_prompt(prompt, "ny", PROMPT_DEFAULT) == 'n')	
SRC_00095	low	other	src/alky.c	880	18	Reproduction would cost %d chemicals. Are you sure? <color:y>[y/n]</color>	复制将消耗 %d 个化学物质。你确定吗？<color:y>[y/n]</color>	sprintf(prompt, "Reproduction would cost %d chemicals. Are you sure? <color:y>[y/n]</color>", cost);	
SRC_00096	low	other	src/alky.c	881	25	ny	ny	if (msg_prompt(prompt, "ny", PROMPT_DEFAULT) == 'n')	
SRC_00105	low	other	src/alky.c	1131	19	alchemy	炼金术	me.magic_desc = "alchemy";	
SRC_00108	low	other	src/angband.c	1	10	angband.h	angband.h	#include "angband.h"	C代码，保留
SRC_00109	low	other	src/angband.h	19	10	h-basic.h	h-basic.h	#include "h-basic.h"	C代码，保留
SRC_00110	low	other	src/angband.h	24	10	rect.h	rect.h	#include "rect.h"	C代码，保留
SRC_00111	low	other	src/angband.h	25	10	z-util.h	z-util.h	#include "z-util.h"	C代码，保留
SRC_00112	low	other	src/angband.h	26	10	z-virt.h	z-virt.h	#include "z-virt.h"	C代码，保留
SRC_00113	low	other	src/angband.h	27	10	z-form.h	z-form.h	#include "z-form.h"	C代码，保留
SRC_00114	low	other	src/angband.h	28	10	z-rand.h	z-rand.h	#include "z-rand.h"	C代码，保留
SRC_00115	low	other	src/angband.h	29	10	z-term.h	z-term.h	#include "z-term.h"	C代码，保留
SRC_00116	low	other	src/angband.h	30	10	z-doc.h	z-doc.h	#include "z-doc.h"	C代码，保留
SRC_00117	low	other	src/angband.h	35	10	z-config.h	z-config.h	#include "z-config.h"	C代码，保留
SRC_00118	low	other	src/angband.h	37	10	savefile.h	savefile.h	#include "savefile.h"	C代码，保留
SRC_00119	low	other	src/angband.h	42	10	defines.h	defines.h	#include "defines.h"	C代码，保留
SRC_00120	low	other	src/angband.h	43	10	variant.h	variant.h	#include "variant.h"	C代码，保留
SRC_00121	low	other	src/angband.h	44	10	resist.h	resist.h	#include "resist.h"	C代码，保留
SRC_00122	low	other	src/angband.h	46	10	obj.h	obj.h	#include "obj.h"	C代码，保留
SRC_00123	low	other	src/angband.h	47	10	inv.h	inv.h	#include "inv.h"	C代码，保留
SRC_00124	low	other	src/angband.h	48	10	equip.h	equip.h	#include "equip.h"	C代码，保留
SRC_00125	low	other	src/angband.h	49	10	pack.h	pack.h	#include "pack.h"	C代码，保留
SRC_00126	low	other	src/angband.h	50	10	quiver.h	quiver.h	#include "quiver.h"	C代码，保留
SRC_00127	low	other	src/angband.h	51	10	home.h	home.h	#include "home.h"	C代码，保留
SRC_00128	low	other	src/angband.h	52	10	http.h	http.h	#include "http.h"	C代码，保留
SRC_00129	low	other	src/angband.h	53	10	rooms.h	rooms.h	#include "rooms.h"	C代码，保留
SRC_00130	low	other	src/angband.h	54	10	shop.h	shop.h	#include "shop.h"	C代码，保留
SRC_00131	low	other	src/angband.h	55	10	mon.h	mon.h	#include "mon.h"	C代码，保留
SRC_00132	low	other	src/angband.h	56	10	obj_prompt.h	obj_prompt.h	#include "obj_prompt.h"	C代码，保留
SRC_00133	low	other	src/angband.h	57	10	py_throw.h	py_throw.h	#include "py_throw.h"	C代码，保留
SRC_00135	low	other	src/angband.h	59	10	gf.h	gf.h	#include "gf.h"	C代码，保留
SRC_00136	low	other	src/angband.h	60	10	monspell.h	monspell.h	#include "monspell.h"	C代码，保留
SRC_00137	low	other	src/angband.h	62	10	types.h	types.h	#include "types.h"	C代码，保留
SRC_00138	low	other	src/angband.h	63	10	externs.h	externs.h	#include "externs.h"	C代码，保留
SRC_00139	low	other	src/angband.h	65	10	message.h	message.h	#include "message.h"	C代码，保留
SRC_00140	low	other	src/angband.h	66	10	mut.h	mut.h	#include "mut.h"	C代码，保留
SRC_00141	low	other	src/angband.h	67	10	spells.h	spells.h	#include "spells.h"	C代码，保留
SRC_00143	low	other	src/angband.h	69	10	fear.h	fear.h	#include "fear.h"	C代码，保留
SRC_00144	low	other	src/angband.h	70	10	scores.h	scores.h	#include "scores.h"	C代码，保留
SRC_00145	low	other	src/archer.c	1	10	angband.h	angband.h	#include "angband.h"	C代码，保留
SRC_00157	low	other	src/archer.c	152	22	Create [S]hots, Create [A]rrow or Create [B]olt ?	制造 [S]弹丸, [A]箭矢 还是 [B]弩栓？	sprintf(com, "Create [S]hots, Create [A]rrow or Create [B]olt ?");	
SRC_00158	low	other	src/archer.c	154	22	Create [S]hots or Create [A]rrow ?	制造 [S]弹丸 还是 [A]箭矢？	sprintf(com, "Create [S]hots or Create [A]rrow ?");	
SRC_00159	low	other	src/archer.c	156	22	Create [S]hots ?	制造 [S]弹丸？	sprintf(com, "Create [S]hots ?");	
SRC_00164	low	other	src/arky.c	5	10	angband.h	angband.h	#include "angband.h"	C代码，保留
SRC_00165	low	other	src/arky.c	6	10	equip.h	equip.h	#include "equip.h"	C代码，保留
SRC_00182	low	other	src/arky.c	283	45	You are about to flee the current level. Are you sure?	你即将逃离当前楼层。你确定吗？	var_set_bool(res, py_teleport_level("You are about to flee the current level. Are you sure? " ));	
SRC_00218	low	other	src/arky.c	601	73	the Pharaoh's Curse	法老的诅咒	take_hit(DAMAGE_USELIFE, p_ptr->lev + randint1(p_ptr->lev), "the Pharaoh's Curse");	伤害来源文本
SRC_00235	low	other	src/artifact.c	11	10	angband.h	angband.h	#include "angband.h"	C代码，保留
SRC_00236	low	other	src/artifact.c	1790	62	lite_drk.txt	lite_drk.txt	if (have_flag(o_ptr->flags, OF_DARKNESS)) filename = "lite_drk.txt";	文件名，保留原样
SRC_00237	low	other	src/artifact.c	1796	28	lite_cursed.txt	lite_cursed.txt	filename = "lite_cursed.txt";	文件名，保留原样
SRC_00238	low	other	src/artifact.c	1799	28	lite_low.txt	lite_low.txt	filename = "lite_low.txt";	文件名，保留原样
SRC_00239	low	other	src/artifact.c	1802	28	lite_med.txt	lite_med.txt	filename = "lite_med.txt";	文件名，保留原样
SRC_00240	low	other	src/artifact.c	1805	28	lite_high.txt	lite_high.txt	filename = "lite_high.txt";	文件名，保留原样
SRC_00241	low	other	src/artifact.c	1816	24	ring_cursed.txt	ring_cursed.txt	filename = "ring_cursed.txt";	文件名，保留原样
SRC_00242	low	other	src/artifact.c	1819	24	ring_low.txt	ring_low.txt	filename = "ring_low.txt";	文件名，保留原样
SRC_00243	low	other	src/artifact.c	1822	24	ring_med.txt	ring_med.txt	filename = "ring_med.txt";	文件名，保留原样
SRC_00244	low	other	src/artifact.c	1825	24	ring_high.txt	ring_high.txt	filename = "ring_high.txt";	文件名，保留原样
SRC_00245	low	other	src/artifact.c	1835	24	amu_cursed.txt	amu_cursed.txt	filename = "amu_cursed.txt";	文件名，保留原样
SRC_00246	low	other	src/artifact.c	1838	24	amu_low.txt	amu_low.txt	filename = "amu_low.txt";	文件名，保留原样
SRC_00247	low	other	src/artifact.c	1841	24	amu_med.txt	amu_med.txt	filename = "amu_med.txt";	文件名，保留原样
SRC_00248	low	other	src/artifact.c	1844	24	amu_high.txt	amu_high.txt	filename = "amu_high.txt";	文件名，保留原样
SRC_00249	low	other	src/artifact.c	1850	25	ranged.txt	ranged.txt	cptr filename = "ranged.txt";	文件名，保留原样
SRC_00250	low	other	src/artifact.c	1866	36	aa_med.txt	aa_med.txt	filename = "aa_med.txt";	文件名，保留原样
SRC_00251	low	other	src/artifact.c	1869	36	ab_med.txt	ab_med.txt	filename = "ab_med.txt";	文件名，保留原样
SRC_00252	low	other	src/artifact.c	1872	36	ac_med.txt	ac_med.txt	filename = "ac_med.txt";	文件名，保留原样
SRC_00253	low	other	src/artifact.c	1875	36	ag_med.txt	ag_med.txt	filename = "ag_med.txt";	文件名，保留原样
SRC_00254	low	other	src/artifact.c	1879	36	ah_med.txt	ah_med.txt	filename = "ah_med.txt";	文件名，保留原样
SRC_00255	low	other	src/artifact.c	1882	36	as_med.txt	as_med.txt	filename = "as_med.txt";	文件名，保留原样
SRC_00256	low	other	src/artifact.c	1891	36	a_cursed.txt	a_cursed.txt	filename = "a_cursed.txt";	文件名，保留原样
SRC_00257	low	other	src/artifact.c	1895	36	a_med.txt	a_med.txt	filename = "a_med.txt";	文件名，保留原样
SRC_00258	low	other	src/artifact.c	1898	36	a_high.txt	a_high.txt	filename = "a_high.txt";	文件名，保留原样
SRC_00259	low	other	src/artifact.c	1909	28	w_types.txt	w_types.txt	filename = "w_types.txt";	文件名，保留原样
SRC_00260	low	other	src/artifact.c	1917	36	w_sword.txt	w_sword.txt	filename = "w_sword.txt";	文件名，保留原样
SRC_00261	low	other	src/artifact.c	1920	36	w_hafted.txt	w_hafted.txt	filename = "w_hafted.txt";	文件名，保留原样
SRC_00262	low	other	src/artifact.c	1923	36	w_pole.txt	w_pole.txt	filename = "w_pole.txt";	文件名，保留原样
SRC_00263	low	other	src/artifact.c	1932	32	w_cursed.txt	w_cursed.txt	filename = "w_cursed.txt";	文件名，保留原样
SRC_00264	low	other	src/artifact.c	1936	32	w_med.txt	w_med.txt	filename = "w_med.txt";	文件名，保留原样
SRC_00265	low	other	src/artifact.c	1939	32	w_high.txt	w_high.txt	filename = "w_high.txt";	文件名，保留原样
SRC_00279	low	other	src/artifact.c	3150	24	What do you want to call the artifact?	你想给这件神器起什么名字？	cptr ask_msg = "What do you want to call the artifact? ";	
SRC_00282	low	other	src/autoconf.h	8	29	/d/codex/frogcomposbandnet-master/lib/	/d/codex/frogcomposbandnet-master/lib/	#define DEFAULT_CONFIG_PATH "/d/codex/frogcomposbandnet-master/lib/"	编译路径，保留
SRC_00283	low	other	src/autoconf.h	11	27	/d/codex/frogcomposbandnet-master/lib/	/d/codex/frogcomposbandnet-master/lib/	#define DEFAULT_DATA_PATH "/d/codex/frogcomposbandnet-master/lib/"	编译路径，保留
SRC_00284	low	other	src/autoconf.h	14	26	/d/codex/frogcomposbandnet-master/lib/	/d/codex/frogcomposbandnet-master/lib/	#define DEFAULT_LIB_PATH "/d/codex/frogcomposbandnet-master/lib/"	编译路径，保留
SRC_00285	low	other	src/autoconf.h	98	17	frogcomposband	frogcomposband	#define PACKAGE "frogcomposband"	变量值，保留
SRC_00286	low	other	src/autoconf.h	101	27	http://angband.oook.cz	http://angband.oook.cz	#define PACKAGE_BUGREPORT "http://angband.oook.cz"	URL，保留
SRC_00288	low	other	src/autoconf.h	107	24	FrogComposband 7.1.salmiak	FrogComposband 7.1.salmiak	#define PACKAGE_STRING "FrogComposband 7.1.salmiak"	版本，保留
SRC_00289	low	other	src/autoconf.h	110	25	frogcomposband	frogcomposband	#define PACKAGE_TARNAME "frogcomposband"	
SRC_00290	low	other	src/autoconf.h	116	25	7.1.salmiak	7.1.salmiak	#define PACKAGE_VERSION "7.1.salmiak"	
SRC_00291	low	other	src/autopick.c	13	10	angband.h	angband.h	#include "angband.h"	
SRC_00292	low	other	src/autopick.c	130	25	all	全部	static char KEY_ALL[] = "all";	autopick 匹配关键字
SRC_00293	low	other	src/autopick.c	132	30	unsensed	未感知	static char KEY_UNSENSED[] = "unsensed";	
SRC_00294	low	other	src/autopick.c	133	34	unidentified	未鉴定	static char KEY_UNIDENTIFIED[] = "unidentified";	
SRC_00295	low	other	src/autopick.c	134	32	identified	已鉴定	static char KEY_IDENTIFIED[] = "identified";	
SRC_00296	low	other	src/autopick.c	135	37	*identified*	*已鉴定*	static char KEY_STAR_IDENTIFIED[] = "*identified*";	
SRC_00297	low	other	src/autopick.c	136	29	unaware	未察觉	static char KEY_UNAWARE[] = "unaware";	
SRC_00298	low	other	src/autopick.c	138	29	average	普通的	static char KEY_AVERAGE[] = "average";	
SRC_00299	low	other	src/autopick.c	139	26	good	良好的	static char KEY_GOOD[] = "good";	
SRC_00300	low	other	src/autopick.c	140	28	cursed	被诅咒的	static char KEY_CURSED[] = "cursed";	
SRC_00301	low	other	src/autopick.c	141	25	ego	ego	static char KEY_EGO[] = "ego";	
SRC_00302	low	other	src/autopick.c	142	30	artifact	神器	static char KEY_ARTIFACT[] = "artifact";	
SRC_00303	low	other	src/autopick.c	143	30	nameless	无名	static char KEY_NAMELESS[] = "nameless";	
SRC_00304	low	other	src/autopick.c	144	26	rare	稀有	static char KEY_RARE[] = "rare";	
SRC_00305	low	other	src/autopick.c	145	28	common	常见	static char KEY_COMMON[] = "common";	
SRC_00306	low	other	src/autopick.c	146	31	worthless	无价值	static char KEY_WORTHLESS[] = "worthless";	
SRC_00307	low	other	src/autopick.c	148	29	dice boosted	伤害骰提升	static char KEY_BOOSTED[] = "dice boosted";	
SRC_00308	low	other	src/autopick.c	149	26	icky	被排斥	static char KEY_ICKY[] = "icky";	装备带来的职业惩罚
SRC_00309	low	other	src/autopick.c	151	32	unreadable	无法阅读	static char KEY_UNREADABLE[] = "unreadable";	
SRC_00312	low	other	src/autopick.c	154	27	first	第一	static char KEY_FIRST[] = "first";	
SRC_00313	low	other	src/autopick.c	155	28	second	第二	static char KEY_SECOND[] = "second";	
SRC_00314	low	other	src/autopick.c	156	27	third	第三	static char KEY_THIRD[] = "third";	
SRC_00315	low	other	src/autopick.c	157	28	fourth	第四	static char KEY_FOURTH[] = "fourth";	
SRC_00316	low	other	src/autopick.c	159	32	collecting	收集中	static char KEY_COLLECTING[] = "collecting";	
SRC_00317	low	other	src/autopick.c	160	29	special	特殊的	static char KEY_SPECIAL[] = "special";	
SRC_00318	low	other	src/autopick.c	161	30	unusable	不可用	static char KEY_UNUSABLE[] = "unusable";	
SRC_00319	low	other	src/autopick.c	162	28	wanted	悬赏中	static char KEY_WANTED[] = "wanted";	
SRC_00320	low	other	src/autopick.c	163	28	unique	唯一	static char KEY_UNIQUE[] = "unique";	
SRC_00321	low	other	src/autopick.c	164	27	human	人类	static char KEY_HUMAN[] = "human";	
SRC_00322	low	other	src/autopick.c	166	32	more dice than	伤害骰多于	static char KEY_MORE_DICE[] = "more dice than";	
SRC_00323	low	other	src/autopick.c	167	33	more bonus than	加成多于	static char KEY_MORE_BONUS[] = "more bonus than";	
SRC_00324	low	other	src/autopick.c	168	33	more level than	等级多于	static char KEY_MORE_LEVEL[] = "more level than";	
SRC_00325	low	other	src/autopick.c	169	34	more weight than	重量多于	static char KEY_MORE_WEIGHT[] = "more weight than";	
SRC_00326	low	other	src/autopick.c	170	35	more charges than	充能多于	static char KEY_MORE_CHARGES[] = "more charges than";	
SRC_00327	low	other	src/autopick.c	171	33	more value than	价值多于	static char KEY_MORE_VALUE[] = "more value than";	
SRC_00328	low	other	src/autopick.c	173	27	items	物品	static char KEY_ITEMS[] = "items";	
SRC_00329	low	other	src/autopick.c	175	29	weapons	武器	static char KEY_WEAPONS[] = "weapons";	
SRC_00330	low	other	src/autopick.c	176	42	favorite weapons	偏好的武器	static char KEY_FAVORITE_WEAPONS[] = "favorite weapons";	
SRC_00331	low	other	src/autopick.c	177	32	hafted weapons	钝器	static char KEY_HAFTED[] = "hafted weapons";	
SRC_00332	low	other	src/autopick.c	178	33	diggers	挖掘工具	static char KEY_DIGGERS[] = "diggers";	
SRC_00333	low	other	src/autopick.c	180	30	shooters	发射器	static char KEY_SHOOTERS[] = "shooters";	弓弩等
SRC_00334	low	other	src/autopick.c	181	26	ammo	弹药	static char KEY_AMMO[] = "ammo";	
SRC_00335	low	other	src/autopick.c	183	28	armors	防具	static char KEY_ARMORS[] = "armors";	
SRC_00336	low	other	src/autopick.c	184	33	shields	盾牌	static char KEY_SHIELDS[] = "shields";	
SRC_00337	low	other	src/autopick.c	185	31	suits	护甲	static char KEY_SUITS[] = "suits";	对应躯干护甲
SRC_00338	low	other	src/autopick.c	186	32	cloaks	斗篷	static char KEY_CLOAKS[] = "cloaks";	
SRC_00339	low	other	src/autopick.c	187	31	helms	头盔	static char KEY_HELMS[] = "helms";	
SRC_00340	low	other	src/autopick.c	188	32	gloves	手套	static char KEY_GLOVES[] = "gloves";	
SRC_00341	low	other	src/autopick.c	189	31	boots	靴子	static char KEY_BOOTS[] = "boots";	
SRC_00342	low	other	src/autopick.c	191	28	lights	光源	static char KEY_LIGHTS[] = "lights";	
SRC_00343	low	other	src/autopick.c	192	27	rings	戒指	static char KEY_RINGS[] = "rings";	
SRC_00344	low	other	src/autopick.c	193	29	amulets	护身符	static char KEY_AMULETS[] = "amulets";	
SRC_00345	low	other	src/autopick.c	195	32	spellbooks	法术书	static char KEY_SPELLBOOKS[] = "spellbooks";	
SRC_00346	low	other	src/autopick.c	197	27	wands	魔杖	static char KEY_WANDS[] = "wands";	
SRC_00347	low	other	src/autopick.c	198	28	staves	法杖	static char KEY_STAVES[] = "staves";	
SRC_00348	low	other	src/autopick.c	199	26	rods	魔棒	static char KEY_RODS[] = "rods";	
SRC_00349	low	other	src/autopick.c	200	29	potions	药水	static char KEY_POTIONS[] = "potions";	
SRC_00350	low	other	src/autopick.c	201	29	scrolls	卷轴	static char KEY_SCROLLS[] = "scrolls";	
SRC_00351	low	other	src/autopick.c	203	27	junk	垃圾	static char KEY_JUNKS[] = "junk";	
SRC_00352	low	other	src/autopick.c	204	29	corpses	尸体	static char KEY_CORPSES[] = "corpses";	
SRC_00353	low	other	src/autopick.c	205	31	skeletons	残骸	static char KEY_SKELETONS[] = "skeletons";	
SRC_00354	low	other	src/autopick.c	757	47	pht	pht	if (o_ptr->tval == TV_CORPSE && my_strchr("pht", r_info[o_ptr->pval].d_char))	怪物字符匹配判断，保留
SRC_00355	low	other	src/autopick.c	879	53	(:=g	(:=g	static const char easy_autopick_inscription[] = "(:=g";	内部标记，保留
SRC_00356	low	other	src/autopick.c	913	36	pickpref	pickpref	static const char namebase[] = "pickpref";	文件前缀，保留
SRC_00357	low	other	src/autopick.c	918	23	%s.prf	%s.prf	return format("%s.prf", namebase);	扩展名，保留
SRC_00358	low	other	src/autopick.c	921	23	%s-UserDefault.prf	%s-UserDefault.prf	return format("%s-UserDefault.prf", namebase);	
SRC_00359	low	other	src/autopick.c	925	23	%s-%s.prf	%s-%s.prf	return format("%s-%s.prf", namebase, pref_save_base);	
SRC_00360	low	other	src/autopick.c	928	23	%s-%s.prf	%s-%s.prf	return format("%s-%s.prf", namebase, player_base);	
SRC_00361	low	other	src/autopick.c	932	40	%s.prf	%s.prf	if (!other_base) return format("%s.prf", namebase);	
SRC_00362	low	other	src/autopick.c	933	56	%s.prf	%s.prf	if (streq(namebase, other_base)) return format("%s.prf", namebase);	
SRC_00363	low	other	src/autopick.c	934	23	%s-%s.prf	%s-%s.prf	return format("%s-%s.prf", namebase, other_base);	
SRC_00371	low	other	src/autopick.c	1611	27	pht	pht	my_strchr("pht", r_info[o_ptr->pval].d_char))	怪物字符匹配，保留
SRC_00372	low	other	src/autopick.c	1838	21	pht	pht	!my_strchr("pht", r_info[o_ptr->pval].d_char)))	
SRC_00373	low	other	src/autopick.c	2055	72	=g	=g	if (o_ptr->inscription && my_strstr(quark_str(o_ptr->inscription), "=g"))	内部铭文代码，保留
SRC_00374	low	other	src/autopick.c	2182	27	pht	pht	my_strchr("pht", r_info[o_ptr->pval].d_char))	
SRC_00381	low	other	src/autopick.c	2511	30	Pick up %s?	拾取%s吗？	sprintf(out_val, "Pick up %s? ", o_name);	
SRC_00382	low	other	src/autopick.c	2562	43	?:$AUTOREGISTER	?:$AUTOREGISTER	static const char autoregister_header[] = "?:$AUTOREGISTER";	系统变量，保留
SRC_00385	low	other	src/autopick.c	2650	21	These lines will be deleted. Are you sure?	这些行将会被删除。你确定吗？	strcpy(buf, "These lines will be deleted. Are you sure? ");	
SRC_00388	low	other	src/autopick.c	2712	39	auto-pickup	自动拾取	if (act & DO_AUTOPICK) what = "auto-pickup";	
SRC_00389	low	other	src/autopick.c	2713	47	auto-destroy	自动摧毁	else if (act & DO_AUTODESTROY) what = "auto-destroy";	
SRC_00390	low	other	src/autopick.c	2714	46	leave on floor	留在地上	else if (act & DONT_AUTOPICK) what = "leave on floor";	
SRC_00391	low	other	src/autopick.c	2715	56	query auto-pickup	询问是否自动拾取	else /* if (act & DO_QUERY_AUTOPICK) */ what = "query auto-pickup";	
SRC_00397	low	other	src/autopick.c	2811	35	# *Warning!* The lines below will be deleted later.	# *警告！* 下面的行稍后会被删除。	fprintf(pref_fff, "%s\\n", "# *Warning!* The lines below will be deleted later.");	
SRC_00398	low	other	src/autopick.c	2812	35	# Keep them by cut & paste if you need them for future characters.	# 如果你以后的角色还需要它们，请剪切并粘贴以保留。	fprintf(pref_fff, "%s\\n", "# Keep them by cut & paste if you need them for future characters.");	
SRC_00399	low	other	src/autopick.c	2924	16	items	物品	body_str = "items";	
SRC_00400	low	other	src/autopick.c	2929	32	can be absorbed into an existing inventory slot	可堆叠进已有的物品栏中	which_str[which_n++] = "can be absorbed into an existing inventory slot";	
SRC_00401	low	other	src/autopick.c	2934	34	unidentified	未鉴定的	before_str[before_n++] = "unidentified";	
SRC_00402	low	other	src/autopick.c	2935	32	basic abilities are not known	其基本能力未知	whose_str[whose_n++] = "basic abilities are not known";	
