id	priority	category	file	line	col	source	zh_cn	context	notes
EDIT_00056	low	artifact	lib/edit/a_info.txt	218	D	set with runes in the strange speech of Heheh, with power so great that it	铭刻着用奇怪的“呵呵（Heheh）”语写成的符文，拥有极其强大的力量，	D:set with runes in the strange speech of Heheh, with power so great that it	物品描述多行拼接
EDIT_00057	low	artifact	lib/edit/a_info.txt	219	D	inevitably twists and masters any earthly being who wears it.	不可避免地会扭曲并控制任何佩戴它的凡间生物。	D:inevitably twists and masters any earthly being who wears it.	物品描述多行拼接
EDIT_00058	low	artifact	lib/edit/a_info.txt	221	N:name	Palantir of Westernesse	西方之地的真知晶球	N:15:Palantir of Westernesse	真知晶球
EDIT_00059	low	artifact	lib/edit/a_info.txt	227	E	Some strange places show up in your mind, and you see ...	一些奇怪的地方出现在你的脑海中，你看到了……	E:Some strange places show up in your mind, and you see ...	激活文本
EDIT_00060	low	artifact	lib/edit/a_info.txt	228	D	A shining white ball of unbreakable crystal, the ancient palantiri,	一颗闪耀着白光的坚不可摧的水晶球，古老的真知晶球，	D:A shining white ball of unbreakable crystal, the ancient palantiri,	物品描述多行拼接
EDIT_00061	low	artifact	lib/edit/a_info.txt	229	D	or 'far-watchers', were used by kings of Numenor and later by the Exiles	或称“远观者”，曾被努曼诺尔的历代国王以及后来的流亡者用来	D:or 'far-watchers', were used by kings of Numenor and later by the Exiles	物品描述多行拼接
EDIT_00062	low	artifact	lib/edit/a_info.txt	230	D	for rapid communication between distant lands.	在遥远的土地之间进行快速通讯。	D:for rapid communication between distant lands.	物品描述多行拼接
EDIT_00063	low	artifact	lib/edit/a_info.txt	232	N:name	'Crimson'	『深红』	N:16:'Crimson'	死亡深红梗
EDIT_00064	low	artifact	lib/edit/a_info.txt	239	E	I'll fire CRIMSON! SEKKAKUDAKARA!	我要开火深红（CRIMSON）了！难得有机会嘛！	E:I'll fire CRIMSON! SEKKAKUDAKARA!	激活文本
EDIT_00065	low	artifact	lib/edit/a_info.txt	241	N:name	of Lore	学识之	N:17:of Lore	护身符名称
EDIT_00066	low	artifact	lib/edit/a_info.txt	247	D	A great emerald that fills your mind with images of knowledge and	一颗巨大的绿宝石，当你凝视它的深处时，	D:A great emerald that fills your mind with images of knowledge and	物品描述多行拼接
EDIT_00067	low	artifact	lib/edit/a_info.txt	248	D	understanding as you stare into its depths.	你的脑海会充满知识和理解的画面。	D:understanding as you stare into its depths.	物品描述多行拼接
EDIT_00068	low	artifact	lib/edit/a_info.txt	250	N:name	of Faramir	法拉米尔的	N:18:of Faramir	《魔戒》角色
EDIT_00069	low	artifact	lib/edit/a_info.txt	257	E	You exterminate small life.	你消灭了微小的生命。	E:You exterminate small life.	激活文本
EDIT_00070	low	artifact	lib/edit/a_info.txt	258	D	A slim neckpiece of True-silver, with quiet spells of Ithilien to aid and	一条纤细的真银项链，附有伊西利安的宁静法术，用来援助和	D:A slim neckpiece of True-silver, with quiet spells of Ithilien to aid and	物品描述多行拼接
EDIT_00071	low	artifact	lib/edit/a_info.txt	259	D	protect the wearer.	保护佩戴者。	D:protect the wearer.	物品描述多行拼接
EDIT_00072	low	artifact	lib/edit/a_info.txt	263	N:name	'Soulkeeper'	『守魂者』	N:19:'Soulkeeper'	神器盔甲
EDIT_00073	low	artifact	lib/edit/a_info.txt	270	E	Your armor glows a bright white...	你的盔甲闪耀着明亮的白光……	E:Your armor glows a bright white...	激活文本
EDIT_00074	low	artifact	lib/edit/a_info.txt	271	D	A suit of imperishable adamant, with conquerable strength to endure evil	一套不朽的精金盔甲，具有不可战胜的力量来抵挡邪恶和	D:A suit of imperishable adamant, with conquerable strength to endure evil	物品描述多行拼接
EDIT_00075	low	artifact	lib/edit/a_info.txt	272	D	and disruptive magics, that protects the life force of its wearer like	破坏性魔法，它能像任何其他东西都无法做到的那样	D:and disruptive magics, that protects the life force of its wearer like	物品描述多行拼接
EDIT_00076	low	artifact	lib/edit/a_info.txt	273	D	nothing else can.	保护佩戴者的生命力。	D:nothing else can.	物品描述多行拼接
EDIT_00077	low	artifact	lib/edit/a_info.txt	277	N:name	of Isildur	埃西铎的	N:20:of Isildur	《魔戒》角色
EDIT_00078	low	artifact	lib/edit/a_info.txt	283	D	A gleaming steel suit covering the wearer from neck to foot, with runes of	一套闪闪发光的钢制盔甲，将佩戴者从头到脚覆盖起来，其表面深深刻有	D:A gleaming steel suit covering the wearer from neck to foot, with runes of	物品描述多行拼接
EDIT_00079	low	artifact	lib/edit/a_info.txt	284	D	warding and stability deeply engraved into its surface.	守护和稳定的符文。	D:warding and stability deeply engraved into its surface.	物品描述多行拼接
EDIT_00080	low	artifact	lib/edit/a_info.txt	288	N:name	of the Rohirrim	洛汗骠骑的	N:21:of the Rohirrim	《魔戒》洛汗骠骑
EDIT_00081	low	artifact	lib/edit/a_info.txt	294	D	Small metal plates cover an inner layer of sturdy canvas, and both bear	坚固的帆布内衬上覆盖着小金属板，两者都带有	D:Small metal plates cover an inner layer of sturdy canvas, and both bear	物品描述多行拼接
EDIT_00082	low	artifact	lib/edit/a_info.txt	295	D	scenes of hunting and war. You feel the spirit of Eorl the Young, matchless	狩猎和战争的场景。当你穿上这件盔甲时，你感受到了在战斗中	D:scenes of hunting and war. You feel the spirit of Eorl the Young, matchless	物品描述多行拼接
EDIT_00083	low	artifact	lib/edit/a_info.txt	296	D	in combat, around you as you put his armour on.	无人能敌的“青年”伊欧的灵魂萦绕在你周围。	D:in combat, around you as you put his armour on.	物品描述多行拼接
EDIT_00084	low	artifact	lib/edit/a_info.txt	300	N:name	of Lohengrin	罗恩格林的	N:22:of Lohengrin	天鹅骑士
EDIT_00085	low	artifact	lib/edit/a_info.txt	308	E	A heavenly choir sings...	圣灵的合唱在回荡……	E:A heavenly choir sings...	激活文本
EDIT_00086	low	artifact	lib/edit/a_info.txt	312	N:name	of Julian	朱利安的	N:23:of Julian	《琥珀志》角色
EDIT_00087	low	artifact	lib/edit/a_info.txt	320	E	Your armor glows deep blue...	你的盔甲闪耀着深蓝色的光芒……	E:Your armor glows deep blue...	激活文本
EDIT_00088	low	artifact	lib/edit/a_info.txt	324	N:name	of Arvedui	阿维杜伊的	N:24:of Arvedui	阿尔诺最后的国王
EDIT_00089	low	artifact	lib/edit/a_info.txt	330	D	A hauberk, leggings, and sleeves of interlocking steel rings, well padded	由相互锁合的钢环组成的锁子甲、护腿和袖子，内衬有厚实的	D:A hauberk, leggings, and sleeves of interlocking steel rings, well padded	物品描述多行拼接
EDIT_00090	low	artifact	lib/edit/a_info.txt	331	D	with leather. You feel strong and tall as Arvedui, last king of Arnor,	皮革。当你穿上它时，你感觉自己像阿尔诺最后的国王阿维杜伊一样	D:with leather. You feel strong and tall as Arvedui, last king of Arnor,	物品描述多行拼接
EDIT_00091	low	artifact	lib/edit/a_info.txt	332	D	as you put it on.	强壮而高大。	D:as you put it on.	物品描述多行拼接
EDIT_00092	low	artifact	lib/edit/a_info.txt	336	N:name	of Caspanion	卡斯帕尼安的	N:25:of Caspanion	神器盔甲
EDIT_00093	low	artifact	lib/edit/a_info.txt	343	E	Your armor glows bright red...	你的盔甲闪耀着明亮的红光……	E:Your armor glows bright red...	激活文本
EDIT_00094	low	artifact	lib/edit/a_info.txt	344	D	A hauberk, leggings, and sleeves of interlocking steel rings, strategically	由相互锁合的钢环组成的锁子甲、护腿和袖子，在关键部位战略性地	D:A hauberk, leggings, and sleeves of interlocking steel rings, strategically	物品描述多行拼接
EDIT_00095	low	artifact	lib/edit/a_info.txt	345	D	reinforced at vital locations with a second layer of chain. Magics to	加固了第二层锁链。其内部蕴含着	D:reinforced at vital locations with a second layer of chain. Magics to	物品描述多行拼接
EDIT_00096	low	artifact	lib/edit/a_info.txt	346	D	enhance body and mind lie within, and no door can bar the wearer's path.	增强身心的魔法，并且没有任何门能阻挡佩戴者的去路。	D:enhance body and mind lie within, and no door can bar the wearer's path.	物品描述多行拼接
EDIT_00097	low	artifact	lib/edit/a_info.txt	351	N:name	of Shiva's Avatar	湿婆化身的	N:26:of Shiva's Avatar	神话人物
EDIT_00098	low	artifact	lib/edit/a_info.txt	361	N:name	'Hithlomir'	『希斯洛米尔』	N:27:'Hithlomir'	神器皮甲
EDIT_00099	low	artifact	lib/edit/a_info.txt	366	D	Familiar with the secret ways hidden in darkness, this leather cuirass is	这件皮胸甲熟悉隐藏在黑暗中的秘密路径，	D:Familiar with the secret ways hidden in darkness, this leather cuirass is	物品描述多行拼接
EDIT_00100	low	artifact	lib/edit/a_info.txt	367	D	truly more than it appears.	它实际上远不止表面看起来那么简单。	D:truly more than it appears.	物品描述多行拼接
EDIT_00101	low	artifact	lib/edit/a_info.txt	371	N:name	'Thalkettoth'	『萨尔凯托斯』	N:28:'Thalkettoth'	神器皮甲
EDIT_00102	low	artifact	lib/edit/a_info.txt	376	D	An amazingly light tunic and skirt sewn with thick, overlapping scales of	一件极其轻盈的束腰外衣和裙子，缝有厚重、重叠的	D:An amazingly light tunic and skirt sewn with thick, overlapping scales of	物品描述多行拼接
EDIT_00103	low	artifact	lib/edit/a_info.txt	377	D	hardened leather whose wearer moves with agility and assurance.	硬化皮革鳞片，穿戴者可以敏捷而自信地移动。	D:hardened leather whose wearer moves with agility and assurance.	物品描述多行拼接
EDIT_00104	low	artifact	lib/edit/a_info.txt	383	N:name	of Thorin	索林之	N:30:of Thorin	矮人国王
EDIT_00105	low	artifact	lib/edit/a_info.txt	389	D	Invoking the strength and endurance of Thorin, King under the Mountain,	唤起山下国王索林的力量和耐力，	D:Invoking the strength and endurance of Thorin, King under the Mountain,	物品描述多行拼接
EDIT_00106	low	artifact	lib/edit/a_info.txt	390	D	this little metal shield is proof against the Element of Earth.	这面小金属盾是抵御土元素的证明。	D:this little metal shield is proof against the Element of Earth.	物品描述多行拼接
EDIT_00107	low	artifact	lib/edit/a_info.txt	394	N:name	of Celegorm	凯勒巩的	N:31:of Celegorm	《精灵宝钻》角色
EDIT_00108	low	artifact	lib/edit/a_info.txt	399	D	This shield emblazoned with a multitude of creatures not seen for ages	这面盾牌上装饰着许多许久未见的生物，	D:This shield emblazoned with a multitude of creatures not seen for ages	物品描述多行拼接
EDIT_00109	low	artifact	lib/edit/a_info.txt	400	D	once protected Celegorm, lord of Himlad; around it lies a mystic balance	它曾保护过希姆拉德领主凯勒巩；它周围有一种神秘的平衡，	D:once protected Celegorm, lord of Himlad; around it lies a mystic balance	物品描述多行拼接
EDIT_00110	low	artifact	lib/edit/a_info.txt	401	D	that contains the conflicts of the elements.	包容了元素之间的冲突。	D:that contains the conflicts of the elements.	物品描述多行拼接
EDIT_00111	low	artifact	lib/edit/a_info.txt	405	N:name	of Anarion	阿纳瑞安的	N:32:of Anarion	《魔戒》角色
EDIT_00112	low	artifact	lib/edit/a_info.txt	411	D	The great metal-bound shield of Anarion, son of Elendil, who Sauron found	埃兰迪尔之子阿纳瑞安的伟大金属包边盾牌，索伦发现自己	D:The great metal-bound shield of Anarion, son of Elendil, who Sauron found	物品描述多行拼接
EDIT_00113	low	artifact	lib/edit/a_info.txt	412	D	himself powerless to wither or diminish.	无力使其枯萎或削弱。	D:himself powerless to wither or diminish.	物品描述多行拼接
EDIT_00114	low	artifact	lib/edit/a_info.txt	416	N:name	of Indra	因陀罗的	N:33:of Indra	印度神话
EDIT_00115	low	artifact	lib/edit/a_info.txt	424	N:name	of Chaos	混沌之	N:34:of Chaos	盾牌名称
EDIT_00116	low	artifact	lib/edit/a_info.txt	436	N:name	of Beruthiel	贝露西尔的	N:35:of Beruthiel	《魔戒》角色
EDIT_00117	low	artifact	lib/edit/a_info.txt	443	D	The midnight-hued steel circlet of the sorceress-queen Beruthiel, which	巫师女王贝露西尔的午夜色钢铁头冠，它	D:The midnight-hued steel circlet of the sorceress-queen Beruthiel, which	物品描述多行拼接
EDIT_00118	low	artifact	lib/edit/a_info.txt	444	D	grants extraordinary powers of sight and awareness at a terrible physical	以可怕的肉体代价赋予了极其非凡的	D:grants extraordinary powers of sight and awareness at a terrible physical	物品描述多行拼接
EDIT_00119	low	artifact	lib/edit/a_info.txt	445	D	cost.	视觉和感知能力。	D:cost.	物品描述多行拼接
EDIT_00120	low	artifact	lib/edit/a_info.txt	449	N:name	of Thranduil	瑟兰督伊的	N:36:of Thranduil	精灵王
EDIT_00121	low	artifact	lib/edit/a_info.txt	454	D	The hunting cap of King Thranduil, to whose ears come all the secrets of	瑟兰督伊国王的狩猎帽，他能倾听到	D:The hunting cap of King Thranduil, to whose ears come all the secrets of	物品描述多行拼接
EDIT_00122	low	artifact	lib/edit/a_info.txt	455	D	his forest domain.	其森林领地中的所有秘密。	D:his forest domain.	物品描述多行拼接
EDIT_00123	low	artifact	lib/edit/a_info.txt	459	N:name	of Thengel	森格尔的	N:37:of Thengel	洛汗国王
EDIT_00124	low	artifact	lib/edit/a_info.txt	464	D	A ridged helmet made of steel, and embossed with scenes of valor in fine-	一顶用精细雕刻的银饰浮雕着英勇场景的钢制	D:A ridged helmet made of steel, and embossed with scenes of valor in fine-	物品描述多行拼接
EDIT_00125	low	artifact	lib/edit/a_info.txt	465	D	engraved silver. It grants the wearer nobility, clearness of thought and	脊形头盔。它赋予佩戴者高贵的品质、清晰的思路和	D:engraved silver. It grants the wearer nobility, clearness of thought and	物品描述多行拼接
EDIT_00126	low	artifact	lib/edit/a_info.txt	466	D	understanding.	理解力。	D:understanding.	物品描述多行拼接
EDIT_00127	low	artifact	lib/edit/a_info.txt	470	N:name	of Hammerhand	锤手的	N:38:of Hammerhand	洛汗传奇国王
EDIT_00128	low	artifact	lib/edit/a_info.txt	475	D	A great helm as steady as the heroes of the Westdike. Mighty were the	一顶如西部防线（Westdike）的英雄般稳固的巨盔。锤手海尔姆的	D:A great helm as steady as the heroes of the Westdike. Mighty were the	物品描述多行拼接
EDIT_00129	low	artifact	lib/edit/a_info.txt	476	D	blows of Helm, the Hammerhand!	打击是极其强大的！	D:blows of Helm, the Hammerhand!	物品描述多行拼接
EDIT_00130	low	artifact	lib/edit/a_info.txt	480	N:name	of Dor-Lomin	多尔露明的	N:39:of Dor-Lomin	地名
EDIT_00131	low	artifact	lib/edit/a_info.txt	488	D	The legendary dragon helm of Turin Turambar, an object of dread to the	图林·图伦拔传说中的龙盔，令魔苟斯的仆从	D:The legendary dragon helm of Turin Turambar, an object of dread to the	物品描述多行拼接
EDIT_00132	low	artifact	lib/edit/a_info.txt	489	D	servants of Morgoth.	感到恐惧的物品。	D:servants of Morgoth.	物品描述多行拼接
EDIT_00133	low	artifact	lib/edit/a_info.txt	493	N:name	'Holhenneth'	『霍尔亨尼斯』	N:40:'Holhenneth'	神器头盔
EDIT_00134	low	artifact	lib/edit/a_info.txt	499	E	Your helm glows bright white ... An image forms in your mind.	你的头盔闪耀着明亮的白光……一个图像在你的脑海中形成。	E:Your helm glows bright white ... An image forms in your mind.	激活文本
EDIT_00135	low	artifact	lib/edit/a_info.txt	500	D	A famous helm of forged iron granting extraordinary powers of mind and	一顶著名的锻铁头盔，赋予佩戴者非凡的心智和	D:A famous helm of forged iron granting extraordinary powers of mind and	物品描述多行拼接
EDIT_00136	low	artifact	lib/edit/a_info.txt	501	D	awareness.	感知能力。	D:awareness.	物品描述多行拼接
EDIT_00137	low	artifact	lib/edit/a_info.txt	505	N:name	'Terror Mask'	『恐惧面具』	N:41:'Terror Mask'	神器面具
EDIT_00138	low	artifact	lib/edit/a_info.txt	517	N:name	of Amber	安珀的	N:42:of Amber	《琥珀志》
EDIT_00139	low	artifact	lib/edit/a_info.txt	526	E	Your crown glows deep blue ... You feel a warm tingling inside.	你的王冠闪耀着深蓝色的光芒……你感到内心里有一阵温暖的刺痛。	E:Your crown glows deep blue ... You feel a warm tingling inside.	激活文本
EDIT_00140	low	artifact	lib/edit/a_info.txt	528	N:name	of Jack of Shadows	暗影杰克的	N:43:of Jack of Shadows	罗杰·泽拉兹尼小说
EDIT_00141	low	artifact	lib/edit/a_info.txt	536	N:name	'Colluin'	『科鲁因』	N:44:'Colluin'	神器披风
EDIT_00142	low	artifact	lib/edit/a_info.txt	542	E	Your cloak glows many colors ...	你的披风闪烁着五颜六色的光芒……	E:Your cloak glows many colors ...	激活文本
EDIT_00143	low	artifact	lib/edit/a_info.txt	543	D	A cape worn by a hero from Valinor, a land utterly beyond the strife	由来自维林诺的英雄所穿戴的披风，那是一片完全超越了元素纷争	D:A cape worn by a hero from Valinor, a land utterly beyond the strife	物品描述多行拼接
EDIT_00144	low	artifact	lib/edit/a_info.txt	544	D	of Elements.	的土地。	D:of Elements.	物品描述多行拼接
EDIT_00145	low	artifact	lib/edit/a_info.txt	548	N:name	'Holcolleth'	『霍尔科莱斯』	N:45:'Holcolleth'	神器披风
EDIT_00146	low	artifact	lib/edit/a_info.txt	554	E	Your cloak glows deep blue...	你的披风闪耀着深蓝色的光芒……	E:Your cloak glows deep blue...	激活文本
EDIT_00147	low	artifact	lib/edit/a_info.txt	555	D	This elven-grey mantle possesses great powers of tranquility and of	这件精灵灰色的斗篷拥有极强的宁静与	D:This elven-grey mantle possesses great powers of tranquility and of	物品描述多行拼接
EDIT_00148	low	artifact	lib/edit/a_info.txt	556	D	concealment, and grants the wearer the knowledge and understanding of	隐蔽力量，并赋予佩戴者	D:concealment, and grants the wearer the knowledge and understanding of	物品描述多行拼接
